name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Toyota Etios Cross 1.2L G,2015.0,421000,23839.0,Petrol,Dealer,Manual,First Owner
Maruti Swift DDiS LDI,2016.0,550000,54000.0,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.2 AT,2013.0,330000,38000.0,Petrol,Dealer,Automatic,First Owner
Volkswagen Vento 1.5 TDI Comfortline,2012.0,390000,45454.0,Diesel,Dealer,Manual,First Owner
Skoda Rapid 1.5 TDI AT Ambition,2015.0,599000,46957.0,Diesel,Dealer,Automatic,First Owner
Hyundai Getz GLE,2007.0,110000,60000.0,Petrol,Individual,Manual,
Renault KWID RXT Optional,2016.0,250000,25000.0,Petrol,Individual,Manual,First Owner
Mahindra Scorpio M2DI,2012.0,600000,110000.0,Diesel,Individual,Manual,Fourth & Above Owner
Ford Endeavour XLT TDCi 4X2,2008.0,280000,190000.0,Diesel,Individual,Manual,Second Owner
Audi Q3 35 TDI Quattro Technology,2018.0,2700000,25000.0,Diesel,Individual,Automatic,First Owner
Mahindra Renault Logan 1.4 GLX Petrol,2008.0,80000,90000.0,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2019.0,350000,5000.0,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015.0,475000,60000.0,Diesel,Individual,Manual,First Owner
Audi A5 Sportback,2020.0,4700000,1500.0,Diesel,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,2018.0,500000,50000.0,Diesel,Individual,Manual,First Owner
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014.0,250000,120000.0,,Individual,Manual,First Owner
Hyundai Accent CRDi,2005.0,100000,120000.0,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2019.0,350000,5000.0,Petrol,Individual,Manual,First Owner
BMW 7 Series Signature 730Ld,2014.0,4000000,47000.0,Diesel,Individual,Automatic,First Owner
Toyota Camry 2.5 Hybrid,2017.0,1900000,,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing XG,2005.0,95000,120000.0,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 CRDi Sportz,2015.0,409999,58000.0,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W5 BSIV,2018.0,1050000,35000.0,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,2017.0,320000,30000.0,Petrol,Individual,Manual,First Owner
Mahindra XUV300 W8 Option Diesel BSIV,2019.0,1000000,10000.0,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,1770000,25000.0,Diesel,Individual,Manual,First Owner
Mahindra Thar CRDe,2018.0,950000,20000.0,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,2018.0,750000,50000.0,Diesel,Individual,Manual,
Hyundai EON Magna Plus,2014.0,220000,42000.0,Petrol,Individual,Manual,First Owner
Tata Hexa XM,2017.0,1000000,50000.0,Diesel,Individual,Manual,First Owner
Honda Mobilio E i DTEC,2017.0,660000,116000.0,Diesel,Individual,Manual,First Owner
Maruti Ertiga ZDI,2015.0,716000,100000.0,Diesel,Individual,Manual,First Owner
Maruti Ciaz ZXi Plus,2015.0,675000,66000.0,Petrol,Individual,Manual,First Owner
Mahindra Scorpio LX,2010.0,385000,110000.0,Diesel,Individual,Manual,Third Owner
Fiat Grande Punto EVO 1.3 Dynamic,2014.0,325000,70000.0,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,2015.0,950000,60000.0,Diesel,Individual,Manual,First Owner
Ford Endeavour Hurricane Limited Edition,2007.0,400000,110000.0,Diesel,Individual,Automatic,Fourth & Above Owner
Tata Indica Vista TDI LS,2014.0,250000,25000.0,Diesel,Individual,Manual,First Owner
Land Rover Discovery S 2.0 SD4,2018.0,4000000,68000.0,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2014.0,210000,20000.0,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1 iTech SE,2011.0,147000,110000.0,Petrol,Individual,Manual,Second Owner
Maruti Vitara Brezza VDi Option,2018.0,725000,26350.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIV,2012.0,550000,90000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 Sportz Option 1.2,2016.0,475000,25000.0,Petrol,Individual,Manual,
Hyundai Santro Xing GLS,2014.0,250000,50000.0,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2006.0,70000,60000.0,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2012.0,160000,70000.0,Petrol,Individual,Manual,Third Owner
Ford Endeavour 3.0L 4X4 AT,2011.0,1000000,90000.0,Diesel,Individual,Automatic,Second Owner
Hyundai Santro LE zipPlus,2001.0,68000,70000.0,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000,26500.0,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2013.0,170000,60000.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018.0,1300000,35000.0,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.4 EX Diesel,2020.0,1050000,10000.0,Diesel,Individual,Manual,First Owner
Maruti Ritz LXI,2009.0,300000,15000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,2016.0,600000,25000.0,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX,2017.0,900000,50000.0,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,550000,25000.0,,Individual,Manual,First Owner
Maruti Alto LX,2007.0,100000,52000.0,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S MT,2017.0,400000,15000.0,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011.0,120000,20000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2013.0,300000,90000.0,Diesel,Individual,Manual,First Owner
Tata Indigo LX,2011.0,140000,60000.0,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015.0,640000,23000.0,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2018.0,380000,22155.0,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011.0,120000,20000.0,Petrol,Individual,Manual,First Owner
Maruti Ciaz 1.4 Delta,2018.0,650000,70000.0,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2009.0,150000,60000.0,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2018.0,550000,35000.0,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012.0,650000,71042.0,Diesel,Dealer,Manual,First Owner
Mitsubishi Pajero Sport 4X4,2012.0,1025000,167870.0,Diesel,Dealer,Manual,Second Owner
Ford Fiesta 1.5 TDCi Titanium,2011.0,195000,133564.0,Diesel,Dealer,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2018.0,3800000,10000.0,Diesel,Dealer,Automatic,First Owner
BMW 3 Series 320d Sport,2013.0,1490000,,Diesel,Dealer,Automatic,
BMW X5 xDrive 30d xLine,2019.0,4950000,30000.0,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC CVT ZX,2018.0,1140000,23038.0,Petrol,Trustmark Dealer,Automatic,First Owner
Chevrolet Beat Diesel LS,2011.0,95000,70000.0,Diesel,Individual,Manual,First Owner
BMW 3 Series GT Luxury Line,2017.0,3050000,30000.0,Diesel,Individual,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,550000,19890.0,,Dealer,Automatic,First Owner
Maruti Ertiga VXI,2015.0,625000,11918.0,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017.0,520000,10510.0,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016.0,239000,41000.0,Petrol,,Manual,First Owner
Toyota Fortuner 4x2 AT,2017.0,2600000,47162.0,Diesel,Trustmark Dealer,Automatic,First Owner
Hyundai i10 Magna,2012.0,229999,49824.0,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013.0,1300000,58500.0,Diesel,Dealer,Automatic,First Owner
Maruti Baleno Delta 1.2,2017.0,585000,,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha CVT,2018.0,825000,11212.0,Petrol,Trustmark Dealer,Automatic,First Owner
Hyundai i20 1.4 Magna Executive,2013.0,280000,52000.0,Diesel,Dealer,Manual,First Owner
Maruti Baleno Zeta,2016.0,725000,49217.0,Petrol,Trustmark Dealer,Manual,First Owner
Mahindra Verito 1.5 D4 BSIV,2015.0,300000,90000.0,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa S,,375000,70000.0,Petrol,Individual,Manual,First Owner
Honda City VTEC,2003.0,310000,90000.0,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Swift Dzire VDi,2011.0,375000,190000.0,Diesel,Individual,Manual,Third Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016.0,1950000,106000.0,Diesel,Individual,Automatic,First Owner
Tata Xenon XT EX 4X2,2012.0,400000,80000.0,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,2014.0,550000,80000.0,Diesel,Individual,Manual,Second Owner
Maruti Eeco 7 Seater Standard BSIV,2018.0,270000,20000.0,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI,2012.0,555000,110000.0,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Ambiente,2013.0,500000,60000.0,Diesel,Individual,Manual,Second Owner
Skoda Laura Elegance 1.9 TDI  AT,2010.0,400000,130000.0,Diesel,Individual,Automatic,Second Owner
Hyundai EON 1.0 Era Plus,2017.0,280000,28838.0,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008.0,80000,200000.0,Petrol,Individual,Manual,First Owner
Tata Indica DLS,2006.0,55000,100000.0,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,2014.0,250000,50000.0,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD,2010.0,250000,190000.0,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Jeep MM 540,2007.0,95000,100000.0,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S10,2014.0,725000,135000.0,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,320000,,Diesel,Individual,Manual,Third Owner
Skoda Octavia Elegance 2.0 TDI AT,2014.0,1200000,,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,2012.0,160000,50000.0,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018.0,790000,19571.0,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,2018.0,1200000,29600.0,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,2011.0,175000,70000.0,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018.0,950000,15000.0,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,2019.0,340000,50000.0,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017.0,825000,13500.0,Diesel,Individual,Manual,First Owner
Audi A4 30 TFSI Technology,2018.0,3100000,22000.0,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,2018.0,780000,25000.0,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,2010.0,350000,80000.0,Petrol,Individual,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,2018.0,690000,39000.0,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 VXI,2016.0,245000,60000.0,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018.0,790000,49000.0,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,2018.0,680000,48600.0,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2017.0,540000,20000.0,Petrol,,Manual,
Mahindra KUV 100 mFALCON G80 K2,2016.0,425000,25000.0,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,2008.0,140000,120000.0,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,2019.0,1100000,30000.0,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,2015.0,715000,35000.0,Diesel,Individual,Manual,First Owner
Audi A4 3.0 TDI Quattro,2013.0,1580000,86000.0,Diesel,Dealer,Automatic,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2015.0,1750000,127643.0,Diesel,Dealer,Automatic,First Owner
Tata Zest Revotron 1.2T XMS,2018.0,400000,54000.0,Petrol,Dealer,Manual,Second Owner
Audi A6 2.0 TDI  Design Edition,2014.0,1750000,102354.0,Diesel,Dealer,Automatic,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,2014.0,1850000,62237.0,Petrol,Dealer,Automatic,First Owner
Hyundai Santro Xing XL eRLX Euro III,2005.0,114999,90000.0,Petrol,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000,21394.0,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,2015.0,310000,32686.0,Petrol,Dealer,Manual,First Owner
Mahindra Jeep CJ 500 DI,2006.0,575000,1001.0,Diesel,Dealer,Manual,
Renault Pulse RxZ,2017.0,490000,22000.0,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Magna,2017.0,480000,53261.0,Petrol,Dealer,Manual,First Owner
Land Rover Discovery Sport SD4 HSE Luxury,2016.0,3500000,53000.0,Diesel,Dealer,Automatic,First Owner
Renault KWID 1.0 RXT Optional,2018.0,370000,10000.0,Petrol,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2017.0,835000,14000.0,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017.0,650000,44000.0,Petrol,Dealer,Manual,First Owner
Toyota Etios VD,2014.0,670000,39895.0,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,2017.0,950000,73000.0,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC SV,2014.0,690000,17000.0,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017.0,670000,18591.0,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ,2017.0,925000,26766.0,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015.0,250000,30000.0,Petrol,Individual,Manual,First Owner
Tata Sumo Gold EX,2016.0,509999,42000.0,Diesel,Individual,Manual,First Owner
Honda City i DTEC VX,2014.0,520000,110000.0,Diesel,Individual,Manual,First Owner
Tata Indica DLE,2005.0,100000,100000.0,,Individual,Manual,First Owner
Tata Indica DLS,2006.0,85000,300000.0,Diesel,Individual,Manual,
Tata Indigo LX,2009.0,130000,110000.0,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018.0,950000,27620.0,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015.0,450000,70000.0,Petrol,Individual,Manual,First Owner
Honda City S,2012.0,320000,50000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015.0,480000,50000.0,Diesel,Individual,Manual,First Owner
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014.0,2490000,46000.0,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 VX 8 STR,2012.0,790000,82000.0,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2016.0,120000,120000.0,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2006.0,75000,80000.0,Petrol,Individual,Manual,Third Owner
Tata Indica GLS BS IV,2010.0,99000,70000.0,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2018.0,1015000,20000.0,Diesel,Individual,Manual,First Owner
Mahindra Xylo D4 BSIV,2013.0,250000,200000.0,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.5 VX BS IV,2011.0,520000,120000.0,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,2018.0,1100000,30000.0,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2005.0,200000,,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016.0,525000,60000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.2,2016.0,500000,40000.0,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2016.0,675000,161327.0,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2009.0,150000,60000.0,Petrol,Individual,Manual,Third Owner
Mahindra Bolero DI,2007.0,250000,50000.0,Diesel,,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,450000,6000.0,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XS,2009.0,150000,68000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2012.0,200000,85000.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011.0,525000,70000.0,Diesel,Individual,Automatic,First Owner
Maruti Esteem VX,1999.0,60000,35000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010.0,180000,100000.0,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2015.0,475000,110000.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,380000,195000.0,Diesel,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2015.0,285000,46000.0,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2008.0,91200,60000.0,Petrol,Individual,Manual,Second Owner
Datsun RediGO T Option,2017.0,250000,46000.0,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2015.0,400000,42000.0,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG AT,2006.0,160000,90000.0,Petrol,Individual,Automatic,Second Owner
Skoda Yeti Ambition 4X2,2012.0,650000,85000.0,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2012.0,409999,120000.0,Diesel,Individual,Manual,Third Owner
Ford Ecosport 1.5 DV5 MT Titanium,2013.0,425000,72000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2013.0,250000,71000.0,,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009.0,200000,110000.0,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI CNG,2013.0,250000,71000.0,CNG,Individual,Manual,Second Owner
Volkswagen Polo Diesel Trendline 1.2L,2010.0,130000,144000.0,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Eeco 5 Seater AC BSIV,2017.0,260000,30000.0,,Dealer,Manual,First Owner
Hyundai Verna SX,2007.0,155000,65000.0,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2015.0,450000,38000.0,Diesel,Individual,Manual,First Owner
Maruti SX4 Celebration Petrol,2012.0,220000,90000.0,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active S Diesel,2018.0,650000,37000.0,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2018.0,285000,30000.0,Petrol,Dealer,Manual,First Owner
Honda Amaze V CVT Petrol BSIV,2018.0,725000,26000.0,Petrol,Dealer,Automatic,First Owner
Maruti Ciaz ZXi,2016.0,625000,30000.0,Petrol,Dealer,Manual,First Owner
Hyundai i20 Active SX Petrol,2016.0,550000,23000.0,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,2012.0,240000,40000.0,Petrol,Dealer,Manual,First Owner
Nissan Terrano XL 85 PS,2014.0,600000,27000.0,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2012.0,350000,65000.0,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015.0,245000,32000.0,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B6,2016.0,600000,56000.0,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive 20d xLine,2017.0,2400000,30000.0,Diesel,Individual,Automatic,First Owner
Mahindra Scorpio SLE BS IV,2014.0,620000,80000.0,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2014.0,395000,52000.0,Petrol,Dealer,Manual,Second Owner
Maruti Ertiga ZXI,2014.0,635000,13250.0,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,2011.0,180000,36000.0,Petrol,Dealer,Manual,First Owner
Maruti Swift ZDI Plus,2015.0,484999,73000.0,Diesel,Dealer,Manual,Second Owner
Maruti Alto LX,2004.0,110000,60000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BSIII,2006.0,150000,60000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 2 LT L 9 Str,2012.0,400000,110000.0,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012.0,200000,70000.0,,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,2013.0,302000,60000.0,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire Vdi BSIV,2011.0,215000,90000.0,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Wagon R VXI BSIII,2004.0,155000,80000.0,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1000000,101000.0,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,2018.0,550000,44000.0,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2006.0,200000,45000.0,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2017.0,750000,120000.0,Diesel,Individual,Manual,First Owner
Maruti Zen LXI,2005.0,90000,90000.0,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007.0,80000,120000.0,Petrol,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,2013.0,229999,13500.0,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017.0,350000,10000.0,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Magna,2015.0,325000,25000.0,Petrol,Individual,Manual,Third Owner
Tata Tigor 1.2 Revotron XT,2018.0,450000,8500.0,Petrol,Individual,Manual,First Owner
Maruti SX4 Celebration Diesel,2012.0,250000,120000.0,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Comfortline 1.2L,2012.0,225000,120000.0,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2009.0,150000,90246.0,Petrol,Individual,Manual,Third Owner
Maruti Alto LX BSIII,,110000,90000.0,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2010.0,150000,40000.0,Petrol,Individual,Manual,Second Owner
Maruti Gypsy King Hard Top,2000.0,165000,60000.0,Petrol,Individual,Manual,Fourth & Above Owner
Renault Duster 85PS Diesel RxL,2017.0,610000,32000.0,Diesel,Individual,Manual,Second Owner
Tata Manza Club Class Quadrajet90 VX,2013.0,170000,60400.0,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,2008.0,150000,70950.0,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,2013.0,300000,90000.0,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2015.0,375000,72000.0,Diesel,Individual,Manual,First Owner
Maruti Swift VDI,2013.0,390000,90000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2017.0,600000,10000.0,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014.0,204999,25000.0,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi,2009.0,270000,80000.0,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2017.0,375000,10000.0,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta,2020.0,700000,1100.0,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,2017.0,455000,40000.0,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz 1.1L,2017.0,375000,10000.0,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Asta,2014.0,341000,31491.0,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014.0,200000,107143.0,Diesel,Individual,Manual,Second Owner
Maruti Ignis 1.2 AMT Delta BSIV,2017.0,450000,15000.0,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GL Plus,2012.0,170000,50000.0,Petrol,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017.0,1900000,100000.0,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus LX,2016.0,500000,60000.0,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2016.0,819999,85000.0,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2014.0,351000,40000.0,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna 1.2 iTech SE,2011.0,195000,80000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,2008.0,250000,82000.0,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo 1.1 VXI BSIII,2008.0,120000,70000.0,Petrol,Individual,Manual,Second Owner
Maruti A-Star Vxi,2009.0,180000,70000.0,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON D75 K6,2016.0,430000,20000.0,Diesel,Individual,Manual,First Owner
Tata Nano Cx BSIV,2012.0,75000,35000.0,Petrol,Individual,Manual,Second Owner
Mahindra Xylo D4,2017.0,750000,80000.0,Diesel,Individual,Manual,First Owner
Tata Nano Lx,2011.0,60000,40000.0,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015.0,1500000,46412.0,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,2011.0,390000,150000.0,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra TUV 300 T4,2016.0,630000,50000.0,Diesel,Individual,Manual,First Owner
Tata Safari Storme VX Varicor 400,2018.0,1085000,15000.0,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2012.0,190000,60000.0,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta Automatic,2018.0,550000,25000.0,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2012.0,200000,90000.0,Petrol,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LT,2011.0,165000,,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013.0,260000,65000.0,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2011.0,151000,40000.0,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,2018.0,780000,50000.0,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2012.0,175000,80000.0,Diesel,Individual,Manual,Third Owner
Tata Indica Vista TDI LS,2010.0,170000,107500.0,Diesel,Dealer,Manual,First Owner
Tata Indica Vista TDI LS,2013.0,210000,135000.0,Diesel,Dealer,Manual,Second Owner
Maruti Alto LXi,2007.0,90000,43826.0,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Active S Petrol,2016.0,535000,55838.0,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2007.0,195000,112880.0,Diesel,Dealer,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L,2011.0,140000,,Diesel,Individual,Manual,Third Owner
Nissan Sunny XL,2012.0,350000,40000.0,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT (O),2013.0,425000,66000.0,,Individual,Manual,First Owner
